,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
54,54,5905 N Sauganash Ln,1994.0,3.0,3.0,"Chicago, IL 60646",,1.0,,"['3 Bedrooms', '3 Bathrooms', 'Townhouse', '1,994 Square Feet']",09/26/2018,,,&lpar;Sauganash&rpar;,"['Townhouse', '3 Beds', '3 Baths', 'Built in 1989', '151 days on Trulia', '1,994 sqft', '$201/sqft', '541 views', '$425/monthly HOA']",400000.0,,201.0,,,,https://www.trulia.com/p/il/chicago/5905-n-sauganash-ln-chicago-il-60646--2104534835,541.0,1989.0,60646.0,78555,98143.0,27177,54,"['0.8 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.1 km'],"['9 mins', '14 mins', '2 mins', '23 mins', '1 min']",['52 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9882565],[-87.73516099999999]
55,55,6080 N Sauganash Ave,4342.0,4.0,5.0,"Chicago, IL 60646",,7.0,,"['5 Bedrooms', '4 Bathrooms', 'Single-Family Home', '4,342 Square Feet']",09/04/2018,,,&lpar;Sauganash&rpar;,"['Single-Family Home', '5 Beds', '4 Baths', 'Built in 2016', '187 days on Trulia', '4,342 sqft', '$175/sqft', '781 views', '$60/monthly HOA']",759999.0,,175.0,,,,https://www.trulia.com/p/il/chicago/6080-n-sauganash-ave-chicago-il-60646--2175541069,781.0,2016.0,60646.0,78555,98143.0,27177,55,"['0.7 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.0 km'],"['9 mins', '14 mins', '2 mins', '23 mins', '1 min']",['52 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9911286],[-87.73553830000002]
56,56,6455 N Caldwell Ave,2349.0,3.0,3.0,"Chicago, IL 60646","['08/27/2018', '08/10/2018', '07/25/2018', '07/16/2018', '06/15/2018', '05/30/2018', '05/11/2018', '04/23/2018', '04/16/2018', '09/30/2017', '05/31/2017', '04/17/2017', '01/08/2017', '01/07/2017', '09/19/2016', '06/17/2016', '12/09/1998']",3.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,349 Square Feet', 'Lot Size: 6250 sqft']",10/01/2018,6250.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1929', '173 days on Trulia', '6250 sqft lot size', '2,349 sqft', '$179/sqft', '495 views']",419900.0,"[['1998-12-09 00:00:00', 321000, 'Sold'], ['2016-06-17 00:00:00', 589000, 'Listed for sale'], ['2016-09-19 00:00:00', 579000, 'Price change'], ['2017-01-07 00:00:00', 550000, 'Price change'], ['2017-01-08 00:00:00', 550000, 'Price change'], ['2017-04-17 00:00:00', 535000, 'Price change'], ['2017-05-31 00:00:00', 519000, 'Price change'], ['2017-09-30 00:00:00', 519000, 'Posting removed'], ['2018-04-16 00:00:00', 499000, 'Listed for sale'], ['2018-04-23 00:00:00', 489000, 'Price change'], ['2018-05-11 00:00:00', 479000, 'Price change'], ['2018-05-30 00:00:00', 464900, 'Price change'], ['2018-06-15 00:00:00', 449900, 'Price change'], ['2018-07-16 00:00:00', 444900, 'Price change'], ['2018-07-25 00:00:00', 439900, 'Price change'], ['2018-08-10 00:00:00', 439800, 'Price change'], ['2018-08-27 00:00:00', 424900, 'Price change']]",179.0,"['$424,900', '$439,800', '$439,900', '$444,900', '$449,900', '$464,900', '$479,000', '$489,000', '$499,000', '$519,000', '$519,000', '$535,000', '$550,000', '$550,000', '$579,000', '$589,000', '$321,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '2,349 Square Feet', 'Lot Size: 6,252 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6455-n-caldwell-ave-chicago-il-60646--2104539331,495.0,1929.0,60646.0,78555,98143.0,27177,56,"['0.3 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['18.8 km'],"['4 mins', '7 mins', '4 mins', '26 mins', '1 min']",['47 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9984221],[-87.76899929999999]
57,57,4756 W Bryn Mawr Ave,4632.0,4.0,4.0,"Chicago, IL 60646",,9.0,,"['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '4,632 Square Feet', 'Lot Size: 8389 sqft']",09/14/2018,8389.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1963', '169 days on Trulia', '8389 sqft lot size', '4,632 sqft', '$189/sqft', '413 views']",875000.0,,189.0,,"['6 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,657 Square Feet', 'Lot Size: 8,391 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/4756-w-bryn-mawr-ave-chicago-il-60646--2104531654,413.0,1963.0,60646.0,78555,98143.0,27177,57,"['2.1 km', '2.2 km', '0.3 km', '13.5 km', '0.1 km']",['18.2 km'],"['26 mins', '4 mins', '4 mins', '26 mins', '1 min']",['1 hour 5 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9834012],[-87.7468251]
58,58,5800 N Medina Ave,1400.0,2.0,3.0,"Chicago, IL 60646","['08/29/2018', '03/07/1997']",7.0,"['Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,400 Square Feet', 'Lot Size: 3249 sqft']",08/29/2018,3249.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1945', '37 days on Trulia', '3249 sqft lot size', '1,400 sqft', '$257/sqft', '242 views']",359900.0,"[['1997-03-07 00:00:00', 158000, 'Sold'], ['2018-08-29 00:00:00', 359900, 'Listed for sale']]",257.0,"['$359,900', '$158,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,067 Square Feet', 'Lot Size: 3,248 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5800-n-medina-ave-chicago-il-60646--2104533772,242.0,1945.0,60646.0,78555,98143.0,27177,58,"['0.3 km', '2.6 km', '31 m', '15.3 km', '0.1 km']",['18.3 km'],"['4 mins', '6 mins', '1 min', '28 mins', '1 min']",['44 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.98728029999999],[-87.78261440000001]
59,59,5822 N Medina Ave,2200.0,2.0,3.0,"Chicago, IL 60646","['08/17/2018', '06/13/2018', '09/13/2017']",1.0,"['Posting removed', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,200 Square Feet', 'Lot Size: 4347 sqft']",10/01/2018,4347.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1951', '11 days on Trulia', '4347 sqft lot size', '2,200 sqft', '$195/sqft', '92 views']",429000.0,"[['2017-09-13 00:00:00', 238000, 'Sold'], ['2018-06-13 00:00:00', 429000, 'Listed for sale'], ['2018-08-17 00:00:00', 429000, 'Posting removed']]",195.0,"['$429,000', '$429,000', '$238,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '904 Square Feet', 'Lot Size: 4,349 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5822-n-medina-ave-chicago-il-60646--2104534068,92.0,1951.0,60646.0,78555,98143.0,27177,59,"['0.2 km', '2.6 km', '31 m', '15.3 km', '0.1 km']",['18.2 km'],"['3 mins', '6 mins', '1 min', '28 mins', '1 min']",['44 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9874952],[-87.7820066]
60,60,5936 N Sauganash Ln,1994.0,4.0,3.0,"Chicago, IL 60646","['09/05/2018', '08/24/2018', '08/22/2018', '06/17/2018', '05/15/2009', '04/04/2009', '03/21/2009', '01/18/2009', '12/20/2008', '12/14/2008', '08/15/2008', '07/02/2008', '06/21/2006']",0.0,"['Pending to active status', 'Pending', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '4 Bathrooms', 'Townhouse', '1,994 Square Feet']",09/07/2018,,,&lpar;Sauganash&rpar;,"['Townhouse', '3 Beds', '4 Baths', 'Built in 1987', '110 days on Trulia', '1,994 sqft', '$255/sqft', '278 views', '$425/monthly HOA']",509000.0,"[['2006-06-21 00:00:00', 578500, 'Sold'], ['2008-07-02 00:00:00', 549900, 'Listed for sale'], ['2008-08-15 00:00:00', 499900, 'Price change'], ['2008-12-14 00:00:00', 499900, 'Posting removed'], ['2008-12-20 00:00:00', 479900, 'Listed for sale'], ['2009-01-18 00:00:00', 469900, 'Price change'], ['2009-03-21 00:00:00', 449900, 'Price change'], ['2009-04-04 00:00:00', 449900, 'Posting removed'], ['2009-05-15 00:00:00', 430000, 'Sold'], ['2018-06-17 00:00:00', 519000, 'Listed for sale'], ['2018-08-22 00:00:00', 509000, 'Price change'], ['2018-08-24 00:00:00', 509000, 'Pending'], ['2018-09-05 00:00:00', 509000, 'Pending to active status']]",255.0,"['$509,000', '$509,000', '$509,000', '$519,000', '$430,000', '$449,900', '$449,900', '$469,900', '$479,900', '$499,900', '$499,900', '$549,900', '$578,500']","['3 Bedrooms', '2 Bathrooms', 'Townhouse', '1,994 Square Feet', 'Lot Size: 3,808 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5936-n-sauganash-ln-chicago-il-60646--2104535187,278.0,1987.0,60646.0,78555,98143.0,27177,60,"['0.7 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.0 km'],"['8 mins', '14 mins', '2 mins', '23 mins', '1 min']",['52 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9895156],[-87.7354631]
61,61,6914 N McAlpin Ave,1058.0,2.0,2.0,"Chicago, IL 60646","['08/15/2018', '07/05/2018', '05/15/2018', '10/23/2015', '10/17/2015', '09/18/2015', '08/22/2015', '08/05/2015', '01/18/2000']",3.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,058 Square Feet', 'Lot Size: 5623 sqft']",10/03/2018,5623.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '2 Beds', '2 Baths', 'Built in 1953', '143 days on Trulia', '5623 sqft lot size', '1,058 sqft', '$354/sqft', '346 views']",375000.0,"[['2000-01-18 00:00:00', 288000, 'Sold'], ['2015-08-05 00:00:00', 445000, 'Listed for sale'], ['2015-08-22 00:00:00', 419000, 'Price change'], ['2015-09-18 00:00:00', 399000, 'Price change'], ['2015-10-17 00:00:00', 399000, 'Posting removed'], ['2015-10-23 00:00:00', 1750, 'Sold'], ['2018-05-15 00:00:00', 415000, 'Listed for sale'], ['2018-07-05 00:00:00', 399000, 'Price change'], ['2018-08-15 00:00:00', 390000, 'Price change']]",354.0,"['$390,000', '$399,000', '$415,000', '$1,750', '$399,000', '$399,000', '$419,000', '$445,000', '$288,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,008 Square Feet', 'Lot Size: 5,625 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6914-n-mcalpin-ave-chicago-il-60646--1174654,346.0,1953.0,60646.0,78555,98143.0,27177,61,"['55 m', '7.0 km', '18 m', '15.3 km', '0.1 km']",['22.4 km'],"['1 min', '14 mins', '1 min', '28 mins', '1 min']",['51 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Central', 'Blue Line']",[42.0075912],[-87.7839973]
62,62,6200 N Tripp Ave,1704.0,2.0,3.0,"Chicago, IL 60646","['08/22/2018', '08/22/2018', '07/26/2018', '06/14/2018']",3.0,"['Price change', 'Posting removed', 'Price change', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,704 Square Feet', 'Lot Size: 4408 sqft']",09/13/2018,4408.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1945', '113 days on Trulia', '4408 sqft lot size', '1,704 sqft', '$270/sqft', '340 views']",460000.0,"[['2018-06-14 00:00:00', 495000, 'Listed for sale'], ['2018-07-26 00:00:00', 483000, 'Price change'], ['2018-08-22 00:00:00', 460000, 'Price change'], ['2018-08-22 00:00:00', 483000, 'Posting removed']]",270.0,"['$460,000', '$483,000', '$483,000', '$495,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,704 Square Feet', 'Lot Size: 4,410 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6200-n-tripp-ave-chicago-il-60646--2104537095,340.0,1945.0,60646.0,78555,98143.0,27177,62,"['0.9 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.3 km'],"['12 mins', '14 mins', '2 mins', '23 mins', '1 min']",['55 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9938322],[-87.73500639999999]
63,63,6363 N Merrimac Ave,1226.0,2.0,4.0,"Chicago, IL 60646","['09/04/2018', '08/02/2018', '07/09/2018', '06/01/2018', '08/06/1999', '06/16/1995']",6.0,"['Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,226 Square Feet', 'Lot Size: 3750 sqft']",09/04/2018,3750.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '4 Beds', '2 Baths', 'Built in 1951', '126 days on Trulia', '3750 sqft lot size', '1,226 sqft', '$314/sqft', '174 views']",385000.0,"[['1995-06-16 00:00:00', 145000, 'Sold'], ['1999-08-06 00:00:00', 208000, 'Sold'], ['2018-06-01 00:00:00', 429000, 'Listed for sale'], ['2018-07-09 00:00:00', 419000, 'Price change'], ['2018-08-02 00:00:00', 400000, 'Price change'], ['2018-09-04 00:00:00', 385000, 'Price change']]",314.0,"['$385,000', '$400,000', '$419,000', '$429,000', '$208,000', '$145,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,226 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6363-n-merrimac-ave-chicago-il-60646--2104539032,174.0,1951.0,60646.0,78555,98143.0,27177,63,"['0.3 km', '3.4 km', '31 m', '15.3 km', '0.1 km']",['19.1 km'],"['4 mins', '8 mins', '1 min', '28 mins', '1 min']",['47 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.99686519999999],[-87.7840416]
64,64,6132 N Nagle Ave,1100.0,1.0,3.0,"Chicago, IL 60646","['09/17/2018', '08/05/2018', '06/28/2018', '06/19/2018', '06/07/2018', '07/14/2014', '07/03/2014', '05/02/2014', '04/04/2014', '11/30/2012', '06/08/2012', '03/11/2012', '01/23/2012', '06/10/2010']",0.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Sold', 'Sold', 'Posting removed', 'Listed for sale', 'Sold']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,100 Square Feet', 'Lot Size: 3750 sqft']",09/17/2018,3750.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1961', '120 days on Trulia', '3750 sqft lot size', '1,100 sqft', '$259/sqft', '229 views']",284900.0,"[['2010-06-10 00:00:00', 185000, 'Sold'], ['2012-01-23 00:00:00', 208500, 'Listed for sale'], ['2012-03-11 00:00:00', 208500, 'Posting removed'], ['2012-06-08 00:00:00', 201000, 'Sold'], ['2012-11-30 00:00:00', 240000, 'Sold'], ['2014-04-04 00:00:00', 236000, 'Listed for sale'], ['2014-05-02 00:00:00', 236000, 'Pending'], ['2014-07-03 00:00:00', 236000, 'Posting removed'], ['2014-07-14 00:00:00', 245000, 'Sold'], ['2018-06-07 00:00:00', 314900, 'Listed for sale'], ['2018-06-19 00:00:00', 309000, 'Price change'], ['2018-06-28 00:00:00', 299900, 'Price change'], ['2018-08-05 00:00:00', 289900, 'Price change'], ['2018-09-17 00:00:00', 284900, 'Price change']]",259.0,"['$284,900', '$289,900', '$299,900', '$309,000', '$314,900', '$245,000', '$236,000', '$236,000', '$236,000', '$240,000', '$201,000', '$208,500', '$208,500', '$185,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,000 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6132-n-nagle-ave-chicago-il-60646--2104536606,229.0,1961.0,60646.0,78555,98143.0,27177,64,"['0.5 km', '3.0 km', '31 m', '15.3 km', '0.1 km']",['19.0 km'],"['7 mins', '7 mins', '1 min', '28 mins', '1 min']",['48 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9923088],[-87.78761229999999]
65,65,6031 N Kilpatrick Ave,1565.0,3.0,3.0,"Chicago, IL 60646","['06/26/2018', '03/16/2018']",3.0,"['Price change', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,565 Square Feet', 'Lot Size: 5580 sqft']",10/03/2018,5580.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1951', '203 days on Trulia', '5580 sqft lot size', '1,565 sqft', '$256/sqft', '1002 views']",399900.0,"[['2018-03-16 00:00:00', 439900, 'Listed for sale'], ['2018-06-26 00:00:00', 424900, 'Price change']]",256.0,"['$424,900', '$439,900']","['3 Bedrooms', '1.5 Bathrooms', 'Single-Family Home', '1,280 Square Feet', 'Lot Size: 5,580 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6031-n-kilpatrick-ave-chicago-il-60646--2104535802,1002.0,1951.0,60646.0,78555,98143.0,27177,65,"['0.6 km', '5.5 km', '0.1 km', '12.0 km', '0.1 km']",['18.3 km'],"['8 mins', '15 mins', '2 mins', '23 mins', '1 min']",['51 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Cicero/Skokie Blvd.', 'Blue Line']",[41.9908512],[-87.74586169999999]
66,66,7133 N Mobile Ave,1205.0,2.0,3.0,"Chicago, IL 60646","['07/06/2018', '05/04/2018']",4.0,"['Price change', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,205 Square Feet', 'Lot Size: 5536 sqft']",07/06/2018,5536.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1950', '154 days on Trulia', '5536 sqft lot size', '1,205 sqft', '$361/sqft', '147 views']",435000.0,"[['2018-05-04 00:00:00', 450000, 'Listed for sale'], ['2018-07-06 00:00:00', 435000, 'Price change']]",361.0,"['$435,000', '$450,000']","['3 Bedrooms', '1.5 Bathrooms', 'Single-Family Home', '1,205 Square Feet', 'Lot Size: 5,535 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/7133-n-mobile-ave-chicago-il-60646--2104541151,147.0,1950.0,60646.0,78555,98143.0,27177,66,"['0.1 km', '6.0 km', '18 m', '15.3 km', '0.1 km']",['21.6 km'],"['1 min', '12 mins', '1 min', '28 mins', '1 min']",['50 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Central', 'Blue Line']",[42.0111485],[-87.7842998]
67,67,6051 N Marmora Ave,1480.0,4.0,4.0,"Chicago, IL 60646","['09/13/2018', '08/28/2018', '07/23/2018', '06/18/2018', '05/29/2018', '05/07/2018', '09/30/2008', '11/07/2005']",1.0,"['Price change', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '1,480 Square Feet', 'Lot Size: 3750 sqft']",09/13/2018,3750.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1951', '151 days on Trulia', '3750 sqft lot size', '1,480 sqft', '$302/sqft', '169 views']",447500.0,"[['2005-11-07 00:00:00', 375500, 'Sold'], ['2008-09-30 00:00:00', 443000, 'Sold'], ['2018-05-07 00:00:00', 495000, 'Listed for sale'], ['2018-05-29 00:00:00', 474000, 'Price change'], ['2018-06-18 00:00:00', 459000, 'Price change'], ['2018-07-23 00:00:00', 455000, 'Price change'], ['2018-08-28 00:00:00', 455000, 'Posting removed'], ['2018-09-13 00:00:00', 447500, 'Price change']]",302.0,"['$447,500', '$455,000', '$455,000', '$459,000', '$474,000', '$495,000', '$443,000', '$375,500']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '1,480 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6051-n-marmora-ave-chicago-il-60646--2104536027,169.0,1951.0,60646.0,78555,98143.0,27177,67,"['0.6 km', '2.6 km', '31 m', '15.3 km', '0.1 km']",['18.6 km'],"['8 mins', '6 mins', '1 min', '28 mins', '1 min']",['48 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9916429],[-87.77536219999999]
68,68,6922 N Lehigh Ave,2426.0,3.0,3.0,"Chicago, IL 60646",,2.0,,"['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,426 Square Feet', 'Lot Size: 387 sqft']",09/20/2018,387.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1963', '132 days on Trulia', '387 sqft lot size', '2,426 sqft', '$192/sqft', '360 views']",465000.0,,192.0,,,,https://www.trulia.com/p/il/chicago/6922-n-lehigh-ave-chicago-il-60646--2104540582,360.0,1963.0,60646.0,78555,98143.0,27177,68,"['1.5 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['20.0 km'],"['19 mins', '7 mins', '4 mins', '26 mins', '1 min']",['56 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0073209],[-87.7709418]
69,69,6776 N Keota Ave,2026.0,3.0,3.0,"Chicago, IL 60646","['08/17/2018', '08/07/2018', '07/24/2018', '06/19/2018', '04/23/2018', '12/13/2017', '08/30/2017', '08/17/2017', '08/04/2017', '07/20/2017', '07/03/2017', '12/22/2016', '12/05/2016', '09/20/2016', '01/29/2004']",5.0,"['Price change', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Posting removed', 'Posting removed', 'Listed for sale', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,026 Square Feet', 'Lot Size: 4961 sqft']",09/19/2018,4961.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1936', '165 days on Trulia', '4961 sqft lot size', '2,026 sqft', '$217/sqft', '423 views']",439900.0,"[['2004-01-29 00:00:00', 360000, 'Sold'], ['2016-09-20 00:00:00', 540000, 'Listed for sale'], ['2016-12-05 00:00:00', 540000, 'Posting removed'], ['2016-12-22 00:00:00', 540000, 'Posting removed'], ['2017-07-03 00:00:00', 530000, 'Price change'], ['2017-07-20 00:00:00', 520000, 'Price change'], ['2017-08-04 00:00:00', 510000, 'Price change'], ['2017-08-17 00:00:00', 500000, 'Price change'], ['2017-08-30 00:00:00', 499000, 'Price change'], ['2017-12-13 00:00:00', 499000, 'Posting removed'], ['2018-04-23 00:00:00', 489000, 'Listed for sale'], ['2018-06-19 00:00:00', 469000, 'Price change'], ['2018-07-24 00:00:00', 449900, 'Price change'], ['2018-08-07 00:00:00', 449900, 'Posting removed'], ['2018-08-17 00:00:00', 439900, 'Price change']]",217.0,"['$439,900', '$449,900', '$449,900', '$469,000', '$489,000', '$499,000', '$499,000', '$500,000', '$510,000', '$520,000', '$530,000', '$540,000', '$540,000', '$540,000', '$360,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '2,026 Square Feet', 'Lot Size: 4,960 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6776-n-keota-ave-chicago-il-60646--2104540077,423.0,1936.0,60646.0,78555,98143.0,27177,69,"['0.8 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.3 km'],"['10 mins', '7 mins', '4 mins', '26 mins', '1 min']",['52 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.003734],[-87.7697973]
70,70,5715 N Major Ave,1400.0,3.0,3.0,"Chicago, IL 60646","['09/17/2018', '06/20/2018', '05/24/2018', '12/26/2006']",4.0,"['Price change', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,400 Square Feet', 'Lot Size: 3658 sqft']",09/17/2018,3658.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1928', '134 days on Trulia', '3658 sqft lot size', '1,400 sqft', '$246/sqft', '1126 views']",344900.0,"[['2006-12-26 00:00:00', 350000, 'Sold'], ['2018-05-24 00:00:00', 369900, 'Listed for sale'], ['2018-06-20 00:00:00', 349900, 'Price change'], ['2018-09-17 00:00:00', 344900, 'Price change']]",246.0,"['$344,900', '$349,900', '$369,900', '$350,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '812 Square Feet', 'Lot Size: 3,658 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5715-n-major-ave-chicago-il-60646--2104533124,1126.0,1928.0,60646.0,78555,98143.0,27177,70,"['0.3 km', '1.7 km', '65 m', '15.3 km', '0.1 km']",['17.4 km'],"['3 mins', '4 mins', '1 min', '28 mins', '1 min']",['44 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Central', 'Blue Line']",[41.9852851],[-87.77065440000001]
